,Country,Fulfill Via,Shipment Mode,Sub Classification,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
433,Vietnam,Direct Drop,Air,Adult,120,2000,164400.0,82.2,0.68,Yes,513.0,5866.31,263.04
438,Haiti,Direct Drop,Air,Pediatric,60,180,1850.4,10.28,0.17,Yes,31.0,910.86,2.96
440,Zambia,Direct Drop,Air,HIV test,100,4300,309557.0,71.99,0.72,Yes,979.0,8690.26,495.29
441,Côte d'Ivoire,Direct Drop,Air,HIV test,40,476,36176.0,76.0,1.9,Yes,522.0,6924.83,57.88
442,Rwanda,Direct Drop,Air,HIV test,20,3150,100800.0,32.0,1.6,Yes,1080.0,15987.05,161.28
443,Côte d'Ivoire,Direct Drop,Air,HIV test,100,1116,78120.0,70.0,0.7,Yes,256.0,4014.57,124.99
444,Guyana,Direct Drop,Air,HIV test,20,1062,33984.0,32.0,1.6,Yes,362.0,4717.51,54.37
450,Vietnam,Direct Drop,Air,Adult,60,10420,77108.0,7.4,0.12,Yes,1000.0,7526.06,123.37
451,Vietnam,Direct Drop,Air,Adult,60,9600,71040.0,7.4,0.12,Yes,920.0,7265.05,113.66
452,Vietnam,Direct Drop,Air,Adult,120,1520,124944.0,82.2,0.68,Yes,385.0,4393.32,199.91
453,Vietnam,Direct Drop,Air,Adult,120,800,65760.0,82.2,0.68,Yes,208.0,3449.4,105.22
455,Vietnam,Direct Drop,Air,Adult,60,15360,113664.0,7.4,0.12,Yes,1360.0,5412.14,181.86
456,Vietnam,Direct Drop,Air,Adult,60,2180,6997.8,3.21,0.05,Yes,242.0,5881.57,11.2
457,Vietnam,Direct Drop,Air,Adult,60,2016,18648.0,9.25,0.15,Yes,185.0,5551.97,29.84
458,Vietnam,Direct Drop,Air,Pediatric,60,400,2800.0,7.0,0.12,Yes,81.0,2035.66,4.48
461,Haiti,Direct Drop,Air,HIV test,100,2059,144130.0,70.0,0.7,Yes,470.0,3684.28,230.61
463,Zambia,Direct Drop,Air,HIV test,20,5900,188800.0,32.0,1.6,Yes,1989.0,19569.48,370.05
466,Guyana,Direct Drop,Air,HIV test,20,1062,33984.0,32.0,1.6,Yes,1062.0,3976.33,54.37
467,Botswana,Direct Drop,Air,HIV test,20,5,160.0,32.0,1.6,Yes,3.0,1225.17,0.26
468,Botswana,Direct Drop,Air,HIV test,100,8,560.0,70.0,0.7,Yes,5406.0,559.95,0.9
469,Vietnam,Direct Drop,Air,Adult,60,1848,5359.2,2.9,0.05,Yes,327.0,3171.36,8.57
471,Ethiopia,Direct Drop,Air,HIV test,1,7002,161046.0,23.0,23.0,Yes,4922.0,46117.09,315.65
472,Ethiopia,Direct Drop,Air,HIV test,1,7002,161046.0,23.0,23.0,Yes,5057.0,44360.44,315.65
473,Ethiopia,Direct Drop,Air,HIV test,1,7002,161046.0,23.0,23.0,Yes,5057.0,44347.71,257.67
474,Mozambique,Direct Drop,Air,HIV test - Ancillary,100,7690,76.9,0.01,0.0,Yes,2278.0,23743.01,0.15
475,Rwanda,Direct Drop,Air,Adult,60,18560,168896.0,9.1,0.15,Yes,1698.0,16414.22,331.04
476,Namibia,Direct Drop,Air,HIV test,20,650,20800.0,32.0,1.6,Yes,220.0,7078.9,33.28
479,Tanzania,Direct Drop,Air,HIV test,20,1678,53696.0,32.0,1.6,Yes,554.0,4810.99,105.24
480,Ethiopia,Direct Drop,Air,HIV test - Ancillary,100,10000,80000.0,8.0,0.08,Yes,400.0,4856.14,156.8
481,Tanzania,Direct Drop,Air,Adult,30,24963,1258135.2,50.4,1.68,Yes,2462.0,3451.41,2465.94
482,Guyana,Direct Drop,Air,HIV test,100,351,25272.0,72.0,0.72,Yes,60.0,1097.78,49.53
484,Zambia,Direct Drop,Air,HIV test,25,300,6000.0,20.0,0.8,Yes,94.0,1205.43,11.76
485,Senegal,Direct Drop,Air,HIV test,36,80,6800.0,85.0,2.36,Yes,33.0,812.0,13.33
486,Tanzania,Direct Drop,Air,Adult,120,10680,438948.0,41.1,0.34,Yes,2724.0,12620.12,860.34
508,Botswana,Direct Drop,Air,HIV test,100,20,7000.0,350.0,3.5,Yes,48.0,1119.99,13.72
512,Rwanda,Direct Drop,Air,Adult,30,28034,195677.32,6.98,0.23,Yes,2268.0,19023.36,383.53
513,Nigeria,Direct Drop,Air,ACT,540,2000,70420.0,35.21,0.07,Yes,1250.0,17170.07,138.02
514,Côte d'Ivoire,Direct Drop,Air,HIV test,40,476,52360.0,110.0,2.75,Yes,534.0,9471.52,102.63
515,Côte d'Ivoire,Direct Drop,Air,HIV test,40,18,1980.0,110.0,2.75,Yes,20.0,2199.43,3.88
516,Namibia,Direct Drop,Air,HIV test,20,6760,216320.0,32.0,1.6,Yes,2261.0,17643.81,423.99
517,Tanzania,Direct Drop,Air,Adult,270,820,73074.13,89.11,0.33,Yes,424.0,3310.89,143.23
520,Namibia,Direct Drop,Air,HIV test,25,4,300.0,75.0,3.0,Yes,4.0,133.25,0.59
522,Côte d'Ivoire,Direct Drop,Air,HIV test,30,31,734.7,23.7,0.79,Yes,11.0,515.32,67.98
523,Côte d'Ivoire,Direct Drop,Air,HIV test,30,19,551.0,29.0,0.97,Yes,13.0,859.53,67.98
524,Vietnam,Direct Drop,Air,Adult,180,198,35802.36,180.82,1.0,Yes,389.0,7286.16,67.98
526,Côte d'Ivoire,Direct Drop,Air,Adult,60,16683,65897.85,3.95,0.07,Yes,1498.0,20257.08,67.98
528,Guyana,Direct Drop,Air,Adult,60,602,1414.7,2.35,0.04,Yes,37.0,569.52,67.98
529,Uganda,Direct Drop,Air,Adult,60,6349,21269.15,3.35,0.06,Yes,369.0,2623.49,67.98
531,Vietnam,Direct Drop,Air,Adult,60,98400,329640.0,3.35,0.06,Yes,4300.0,27923.26,67.98
532,Vietnam,Direct Drop,Air,Pediatric,60,1700,17850.0,10.5,0.18,Yes,356.0,14982.1,67.98
535,Vietnam,Direct Drop,Air,Adult,120,1320,238682.4,180.82,1.51,Yes,304.0,13453.12,67.98
536,Guyana,Direct Drop,Air,HIV test,100,230,18400.0,80.0,0.8,Yes,38681.0,801.54,67.98
537,Nigeria,Direct Drop,Air,HIV test,20,40,1600.0,40.0,2.0,Yes,14.0,713.58,67.98
540,Tanzania,Direct Drop,Air,HIV test,100,700,97300.0,139.0,1.39,Yes,488.0,3114.08,67.98
541,Guyana,Direct Drop,Air,HIV test,20,1000,32000.0,32.0,1.6,Yes,337.0,5240.47,67.98
542,Guyana,Direct Drop,Air,HIV test,20,1500,48000.0,32.0,1.6,Yes,515.0,8576.8,76.8
543,Guyana,Direct Drop,Air,HIV test,100,300,21597.0,71.99,0.72,Yes,69.0,1398.6,34.56
546,Haiti,Direct Drop,Air,HIV test - Ancillary,100,300,3.0,0.01,0.0,Yes,24.0,240.0,0.0
547,Côte d'Ivoire,Direct Drop,Air,HIV test,30,2000,47000.0,23.5,0.78,Yes,750.0,7961.7,75.2
548,Rwanda,Direct Drop,Air,HIV test,30,1400,23100.0,16.5,0.55,Yes,405.0,3616.95,36.96
553,Vietnam,Direct Drop,Air,Adult,120,1000,82200.0,82.2,0.68,Yes,249.0,3120.92,131.52
554,Rwanda,Direct Drop,Air,HIV test,100,1500,107985.0,71.99,0.72,Yes,340.0,9479.89,172.78
556,Haiti,Direct Drop,Air,HIV test,100,2,278.0,139.0,1.39,Yes,1.0,897.52,0.44
558,Botswana,Direct Drop,Air,HIV test,20,450,14400.0,32.0,1.6,Yes,155.0,1625.08,23.04
559,Nigeria,Direct Drop,Air,HIV test,20,7301,197127.0,27.0,1.35,Yes,2093.0,16036.94,315.4
561,Benin,Direct Drop,Air,HIV test,100,1436,103377.64,71.99,0.72,Yes,327.0,6687.51,165.4
563,Côte d'Ivoire,Direct Drop,Air,HIV test,25,659,13180.0,20.0,0.8,Yes,206.0,2358.13,25.83
564,Lesotho,Direct Drop,Air,HIV test,100,7,2450.0,350.0,3.5,Yes,17.0,587.63,3.92
565,Botswana,Direct Drop,Air,HIV test,100,200,14398.0,71.99,0.72,Yes,46.0,1028.18,23.04
567,Uganda,Direct Drop,Air,HIV test - Ancillary,100,850,8.5,0.01,0.0,Yes,56.0,360.0,0.01
568,Uganda,Direct Drop,Air,HIV test,20,1275,34425.0,27.0,1.35,Yes,483.0,4193.88,55.08
569,Uganda,Direct Drop,Air,HIV test,20,85,2720.0,32.0,1.6,Yes,85.0,1253.98,4.35
570,Côte d'Ivoire,Direct Drop,Air,HIV test,40,331,25156.0,76.0,1.9,Yes,366.0,7915.98,40.25
575,Vietnam,Direct Drop,Air,Adult,60,500,12500.0,25.0,0.42,Yes,124.0,5217.59,20.0
576,Vietnam,Direct Drop,Air,Adult,30,2016,27538.56,13.66,0.46,Yes,122.0,2864.44,44.06
577,Côte d'Ivoire,Direct Drop,Air,HIV test,100,250,17997.5,71.99,0.72,Yes,57.0,1796.68,28.8
580,Vietnam,Direct Drop,Air,Adult,60,3024,27972.0,9.25,0.15,Yes,703.0,10356.86,44.76
581,Vietnam,Direct Drop,Air,Adult,120,1040,85488.0,82.2,0.68,Yes,251.0,2519.89,136.78
582,Vietnam,Direct Drop,Air,Adult,60,9576,24897.6,2.6,0.04,Yes,889.0,7884.8,39.84
587,Haiti,Direct Drop,Air,HIV test,100,121,16819.0,139.0,1.39,Yes,100.0,1372.85,26.91
588,Haiti,Direct Drop,Air,HIV test,100,84,11676.0,139.0,1.39,Yes,54.0,871.71,18.68
590,Rwanda,Direct Drop,Air,HIV test,100,4327,302890.0,70.0,0.7,Yes,986.0,26574.61,484.62
591,Zimbabwe,Direct Drop,Air,HIV test,100,1396,100498.04,71.99,0.72,Yes,414.0,5781.14,196.98
592,Vietnam,Direct Drop,Air,Adult,60,15960,38304.0,2.4,0.04,Yes,755.0,6609.02,61.29
593,Vietnam,Direct Drop,Air,Adult,30,5040,62294.4,12.36,0.41,Yes,301.0,4883.46,99.67
594,Tanzania,Direct Drop,Air,Pediatric,240,132,1990.56,15.08,0.06,Yes,65.0,633.0,3.18
596,Nigeria,Direct Drop,Air,Malaria,1000,7,184.45,26.35,0.03,Yes,488.0,4404.9,0.3
597,Nigeria,Direct Drop,Air,HIV test,20,8485,229095.0,27.0,1.35,Yes,2441.0,22229.32,449.03
598,Vietnam,Direct Drop,Air,Adult,120,6,493.2,82.2,0.68,Yes,9.0,2709.98,0.97
599,Vietnam,Direct Drop,Air,Adult,60,880,20680.0,23.5,0.39,Yes,331.0,2771.84,40.53
600,Vietnam,Direct Drop,Air,Pediatric,60,280,1960.0,7.0,0.12,Yes,60.0,1516.05,3.84
601,Ethiopia,Direct Drop,Air,HIV test,1,6998,160954.0,23.0,23.0,Yes,5057.0,44347.71,257.53
604,Côte d'Ivoire,Direct Drop,Air,HIV test,100,1174,82180.0,70.0,0.7,Yes,275.0,4015.0,131.49
605,Haiti,Direct Drop,Air,Malaria,1000,30,197.1,6.57,0.01,Yes,3221.0,21015.77,0.39
606,Côte d'Ivoire,Direct Drop,Air,HIV test,100,1174,82180.0,70.0,0.7,Yes,268.0,5243.53,161.07
608,Vietnam,Direct Drop,Air,Adult,60,6966,16718.4,2.4,0.04,Yes,1068.0,3894.21,32.77
610,Mozambique,Direct Drop,Air,HIV test,20,4916,157312.0,32.0,1.6,Yes,1651.0,23300.18,308.33
611,Ethiopia,Direct Drop,Air,HIV test,20,2500,80000.0,32.0,1.6,Yes,844.0,8101.57,156.8
612,Ethiopia,Direct Drop,Air,HIV test,20,8964,242028.0,27.0,1.35,Yes,3231.0,15619.2,474.37
613,Ethiopia,Direct Drop,Air,HIV test,1,3510,80730.0,23.0,23.0,Yes,2535.0,20083.74,158.23
616,Côte d'Ivoire,Direct Drop,Air,Malaria,1000,12,629.88,52.49,0.05,Yes,12.0,536.78,1.23
617,Namibia,Direct Drop,Air,HIV test,20,700,22400.0,32.0,1.6,Yes,236.0,6862.01,43.9
619,Tanzania,Direct Drop,Air,HIV test,100,1132,81504.0,72.0,0.72,Yes,337.0,4323.93,159.75
620,Rwanda,Direct Drop,Air,HIV test,30,3912,88020.0,22.5,0.75,Yes,1320.0,15022.74,172.52
621,Haiti,Direct Drop,Air,Adult,120,10,411.0,41.1,0.34,Yes,9.0,807.28,0.81
622,Vietnam,Direct Drop,Air,Pediatric,60,260,3315.0,12.75,0.21,Yes,56.0,2246.81,6.5
640,Côte d'Ivoire,Direct Drop,Air,Pediatric,300,50,2055.0,41.1,0.14,Yes,99.0,1939.99,4.03
647,Côte d'Ivoire,Direct Drop,Air,HIV test,100,800,56000.0,70.0,0.7,Yes,182.0,3272.6,109.76
648,Zambia,Direct Drop,Air,HIV test,20,7000,224000.0,32.0,1.6,Yes,2379.0,21686.21,439.04
649,Nigeria,Direct Drop,Air,ACT,540,2000,70420.0,35.21,0.07,Yes,10.0,14515.44,138.02
651,Botswana,Direct Drop,Air,HIV test,100,1200,84000.0,70.0,0.7,Yes,274.0,3321.08,164.64
652,Namibia,Direct Drop,Air,HIV test,25,7,525.0,75.0,3.0,Yes,5.0,87.73,1.03
657,Zambia,Direct Drop,Air,HIV test,100,500,40000.0,80.0,0.8,Yes,171.0,1187.19,67.98
659,Vietnam,Direct Drop,Air,Adult,60,2080,8299.2,3.99,0.07,Yes,87.0,10657.19,67.98
660,Vietnam,Direct Drop,Air,Adult,30,19000,323000.0,17.0,0.57,Yes,1520.0,19044.32,67.98
661,Côte d'Ivoire,Direct Drop,Air,HIV test,100,600,48000.0,80.0,0.8,Yes,205503.0,4110.88,67.98
663,Uganda,Direct Drop,Air,Adult,60,6349,21586.6,3.4,0.06,Yes,355.0,3181.2,67.98
665,Zambia,Direct Drop,Air,Adult,30,14851,389838.75,26.25,0.88,Yes,1244.0,6546.69,67.98
666,Vietnam,Direct Drop,Air,Adult,30,1900,32300.0,17.0,0.57,Yes,116.0,14571.5,67.98
670,Rwanda,Direct Drop,Air,HIV test,100,60,10500.0,175.0,1.75,Yes,39.0,859.37,67.98
673,Vietnam,Direct Drop,Air,Adult,60,100,894.0,8.94,0.15,Yes,6.0,2794.34,1.43
674,Vietnam,Direct Drop,Air,Adult,120,1000,82190.0,82.19,0.68,Yes,226.0,5294.51,131.5
675,Guyana,Direct Drop,Air,HIV test,20,50,1350.0,27.0,1.35,Yes,13.0,581.1,2.16
676,Rwanda,Direct Drop,Air,Pediatric,60,182,1729.0,9.5,0.16,Yes,40.0,86.4,2.77
677,Vietnam,Direct Drop,Air,Pediatric,60,1200,9300.0,7.75,0.13,Yes,249.0,3719.91,14.88
678,Guyana,Direct Drop,Air,HIV test,100,442,31819.58,71.99,0.72,Yes,100.0,1928.93,50.91
679,Nigeria,Direct Drop,Air,HIV test,20,10000,270000.0,27.0,1.35,Yes,3265.0,6197.0,432.0
681,Guyana,Direct Drop,Air,Malaria,25,390,14625.0,37.5,1.5,Yes,145.0,186.25,23.4
685,Rwanda,Direct Drop,Air,Adult,60,34576,242032.0,7.0,0.12,Yes,3656.0,10500.0,387.25
686,Rwanda,Direct Drop,Air,Adult,60,16640,116480.0,7.0,0.12,Yes,1766.0,10500.0,186.37
687,Haiti,Direct Drop,Air,HIV test,100,25,8750.0,350.0,3.5,Yes,60.0,1521.11,14.0
688,Haiti,Direct Drop,Air,HIV test,100,8,1112.0,139.0,1.39,Yes,6.0,3238.79,1.78
689,Ethiopia,Direct Drop,Air,Adult,30,14820,251940.0,17.0,0.57,Yes,1233.0,5137.76,403.1
694,Nigeria,Direct Drop,Air,HIV test,20,9380,253260.0,27.0,1.35,Yes,3058.0,18750.2,405.22
695,Nigeria,Direct Drop,Air,HIV test,20,8153,220131.0,27.0,1.35,Yes,2707.0,13535.55,352.21
696,Mozambique,Direct Drop,Air,HIV test,100,4200,302358.0,71.99,0.72,Yes,965.0,7781.88,483.77
698,Nigeria,Direct Drop,Air,HIV test,100,285,22797.15,79.99,0.8,Yes,64.0,1629.0,36.48
699,Namibia,Direct Drop,Air,HIV test,25,271,20325.0,75.0,3.0,Yes,260.0,1496.76,32.52
703,Vietnam,Direct Drop,Air,Pediatric,60,400,2800.0,7.0,0.12,Yes,82.0,2211.05,4.48
704,Vietnam,Direct Drop,Air,Pediatric,100,630,3458.7,5.49,0.05,Yes,48.0,2729.91,5.53
707,Botswana,Direct Drop,Air,HIV test,20,500,16000.0,32.0,1.6,Yes,500.0,2442.32,25.6
708,Botswana,Direct Drop,Air,HIV test,20,500,16000.0,32.0,1.6,Yes,500.0,2442.32,25.6
711,Vietnam,Direct Drop,Air,Adult,60,9275,13448.75,1.45,0.02,Yes,432.0,7444.35,21.52
717,Nigeria,Direct Drop,Air,Malaria,1000,20,527.0,26.35,0.03,Yes,1920.0,20134.43,0.84
718,Rwanda,Direct Drop,Air,HIV test,20,3400,108800.0,32.0,1.6,Yes,1131.0,22370.64,174.08
719,Rwanda,Direct Drop,Air,HIV test,30,6180,101970.0,16.5,0.55,Yes,2130.0,17331.66,163.15
720,Zimbabwe,Direct Drop,Air,HIV test,25,7864,157280.0,20.0,0.8,Yes,2450.0,18087.86,308.27
721,Rwanda,Direct Drop,Air,Adult,60,45168,414642.24,9.18,0.15,Yes,3953.0,23071.26,663.43
725,Guyana,Direct Drop,Air,HIV test - Ancillary,100,213,2.13,0.01,0.0,Yes,14.0,180.0,0.0
727,Ethiopia,Direct Drop,Air,HIV test,20,4200,134400.0,32.0,1.6,Yes,1413.0,18180.65,215.04
732,Côte d'Ivoire,Direct Drop,Air,ACT,24,25000,17500.0,0.7,0.03,Yes,634.0,8530.29,34.3
733,Côte d'Ivoire,Direct Drop,Air,HIV test,40,603,45828.0,76.0,1.9,Yes,679.0,9698.22,89.82
734,Namibia,Direct Drop,Air,HIV test,25,7,525.0,75.0,3.0,Yes,3.0,85.27,1.03
736,Ethiopia,Direct Drop,Air,HIV test,1,3510,80730.0,23.0,23.0,Yes,2535.0,20083.74,158.23
737,Ethiopia,Direct Drop,Air,HIV test,1,3510,80730.0,23.0,23.0,Yes,2535.0,23035.69,158.23
738,Ethiopia,Direct Drop,Air,HIV test,1,3510,80730.0,23.0,23.0,Yes,2535.0,23035.69,158.23
743,Tanzania,Direct Drop,Air,Adult,120,12560,516216.0,41.1,0.34,Yes,3073.0,12815.42,1011.78
744,Côte d'Ivoire,Direct Drop,Air,HIV test,100,2000,140000.0,70.0,0.7,Yes,453.0,8603.58,274.4
746,Haiti,Direct Drop,Air,Pediatric,30,1242,2782.08,2.24,0.07,Yes,96.0,1448.55,5.45
747,Haiti,Direct Drop,Air,HIV test,100,110,15290.0,139.0,1.39,Yes,78.0,1953.6,29.97
765,Guyana,Direct Drop,Air,HIV test,20,1371,43872.0,32.0,1.6,Yes,468.0,5733.61,85.99
770,Uganda,Direct Drop,Air,Adult,30,84,1540.56,18.34,0.61,Yes,4.0,390.81,3.02
771,Botswana,Direct Drop,Air,HIV test,100,15,1050.0,70.0,0.7,Yes,4.0,383.65,2.06
772,Tanzania,Direct Drop,Air,Adult,270,5178,461436.41,89.11,0.33,Yes,2666.0,16751.58,904.42
773,Namibia,Direct Drop,Air,HIV test,100,24,1680.0,70.0,0.7,Yes,6.0,868.31,3.29
774,Vietnam,Direct Drop,Air,Adult,270,1000,164620.0,164.62,0.61,Yes,254.0,7828.28,67.98
775,Côte d'Ivoire,Direct Drop,Air,HIV test,100,500,40000.0,80.0,0.8,Yes,171.0,1275.12,67.98
777,Zambia,Direct Drop,Air,HIV test,100,1000,80000.0,80.0,0.8,Yes,343.0,2373.73,67.98
779,Côte d'Ivoire,Direct Drop,Air,HIV test,100,850,68000.0,80.0,0.8,Yes,291096.0,156.97,67.98
780,Zambia,Direct Drop,Air,HIV test,100,1250,100000.0,80.0,0.8,Yes,426.0,2487.58,67.98
783,Uganda,Direct Drop,Air,Adult,120,1270,26670.0,21.0,0.18,Yes,201.0,1262.91,67.98
785,Haiti,Direct Drop,Air,HIV test,100,60,10500.0,175.0,1.75,Yes,40.0,749.96,67.98
786,Nigeria,Direct Drop,Air,HIV test,20,2496,67392.0,27.0,1.35,Yes,702.0,4474.15,67.98
787,Nigeria,Direct Drop,Air,HIV test,20,5004,135108.0,27.0,1.35,Yes,1531.0,11731.15,67.98
788,Guyana,Direct Drop,Air,HIV test,20,50,1350.0,27.0,1.35,Yes,18.0,378.6,67.98
789,Haiti,Direct Drop,Air,HIV test,100,1000,80000.0,80.0,0.8,Yes,343.0,2802.42,67.98
790,Nigeria,Direct Drop,Air,HIV test,100,2500,200000.0,80.0,0.8,Yes,851.0,5469.91,67.98
792,Tanzania,Direct Drop,Air,HIV test,25,10000,200000.0,20.0,0.8,Yes,3336.0,28837.28,320.0
793,Tanzania,Direct Drop,Air,HIV test,25,10000,200000.0,20.0,0.8,Yes,3122.0,22691.75,320.0
797,Rwanda,Direct Drop,Air,Adult,60,100000,700000.0,7.0,0.12,Yes,10303.0,35034.75,1120.0
799,Rwanda,Direct Drop,Air,Adult,30,32510,381992.5,11.75,0.39,Yes,2791.0,28336.18,611.19
803,Haiti,Direct Drop,Air,HIV test,100,2,278.0,139.0,1.39,Yes,4.0,523.12,0.54
804,Haiti,Direct Drop,Air,HIV test,100,125,17375.0,139.0,1.39,Yes,92.0,1425.77,27.8
806,Nigeria,Direct Drop,Air,HIV test,20,6520,176040.0,27.0,1.35,Yes,2224.0,12768.47,281.66
808,Benin,Direct Drop,Air,HIV test,25,232,4640.0,20.0,0.8,Yes,70.0,1136.37,7.42
809,Haiti,Direct Drop,Air,HIV test,100,30,10500.0,350.0,3.5,Yes,72.0,2556.61,16.8
810,Côte d'Ivoire,Direct Drop,Air,HIV test,20,289,7803.0,27.0,1.35,Yes,84.0,1550.95,15.29
813,Vietnam,Direct Drop,Air,Adult,30,10080,115718.4,11.48,0.38,Yes,772.0,4408.29,185.15
814,Nigeria,Direct Drop,Air,HIV test,100,1130,90388.7,79.99,0.8,Yes,258.0,3748.24,144.62
815,Botswana,Direct Drop,Air,HIV test,100,100,7199.0,71.99,0.72,Yes,28.0,641.06,11.52
817,Botswana,Direct Drop,Air,HIV test,20,500,16000.0,32.0,1.6,Yes,166.0,1225.17,25.6
818,Vietnam,Direct Drop,Air,Adult,60,9792,72460.8,7.4,0.12,Yes,836.0,5136.08,115.94
825,Haiti,Direct Drop,Air,HIV test,100,4,556.0,139.0,1.39,Yes,3.0,1808.19,0.89
827,Zambia,Direct Drop,Air,HIV test,25,500,10000.0,20.0,0.8,Yes,157.0,1754.04,19.6
829,Vietnam,Direct Drop,Air,Adult,120,1080,88776.0,82.2,0.68,Yes,259.0,2985.93,174.0
832,Haiti,Direct Drop,Air,Pediatric,60,20,205.6,10.28,0.17,Yes,19.0,658.68,0.33
833,Ethiopia,Direct Drop,Air,HIV test,1,7002,161046.0,23.0,23.0,Yes,5057.0,44347.71,257.67
836,Nigeria,Direct Drop,Air,HIV test,20,10594,286038.0,27.0,1.35,Yes,3039.0,24025.77,560.63
837,Nigeria,Direct Drop,Air,Adult,30,2000,100800.0,50.4,1.68,Yes,169.0,924.4,197.57
839,Botswana,Direct Drop,Air,HIV test - Ancillary,3,10,152.5,15.25,5.08,Yes,7.0,526.05,0.3
841,Mozambique,Direct Drop,Air,HIV test,100,4800,345600.0,72.0,0.72,Yes,1417.0,13093.27,677.38
842,Namibia,Direct Drop,Air,HIV test,20,650,20800.0,32.0,1.6,Yes,278.0,7936.81,40.77
843,Namibia,Direct Drop,Air,HIV test,25,20,1500.0,75.0,3.0,Yes,9.0,1153.43,2.94
844,Namibia,Direct Drop,Air,HIV test,20,35,1120.0,32.0,1.6,Yes,12.0,585.12,2.2
845,Ethiopia,Direct Drop,Air,HIV test,1,3470,79810.0,23.0,23.0,Yes,2509.0,22803.8,156.43
846,Tanzania,Direct Drop,Air,HIV test,20,839,26848.0,32.0,1.6,Yes,277.0,3146.63,52.62
848,Tanzania,Direct Drop,Air,Adult,120,12500,513750.0,41.1,0.34,Yes,3088.0,12937.16,1006.95
849,Vietnam,Direct Drop,Air,Adult,60,168,1260.0,7.5,0.12,Yes,9.0,2793.62,2.47
850,Vietnam,Direct Drop,Air,Adult,60,24480,168912.0,6.9,0.12,Yes,2165.0,4443.97,331.07
851,Botswana,Direct Drop,Air,HIV test,100,5,1750.0,350.0,3.5,Yes,12.0,810.85,3.43
853,Rwanda,Direct Drop,Air,HIV test,20,1163,37216.0,32.0,1.6,Yes,385.0,6269.97,72.94
854,Rwanda,Direct Drop,Air,Adult,60,22752,207043.2,9.1,0.15,Yes,2086.0,853.87,405.8
855,Haiti,Direct Drop,Air,Pediatric,60,14,143.92,10.28,0.17,Yes,7.0,810.36,0.28
856,Haiti,Direct Drop,Air,Adult,30,560,5040.0,9.0,0.3,Yes,32050.0,806.55,9.88
857,Haiti,Direct Drop,Air,Pediatric,300,50,2055.0,41.1,0.14,Yes,99.0,2704.58,4.03
881,Côte d'Ivoire,Direct Drop,Air,HIV test,25,500,10000.0,20.0,0.8,Yes,136.0,2094.08,19.6
882,Zambia,Direct Drop,Air,HIV test,100,4500,324000.0,72.0,0.72,Yes,1330.0,11559.65,635.04
883,Haiti,Direct Drop,Air,HIV test,100,150,20850.0,139.0,1.39,Yes,105.0,1894.41,40.87
884,Haiti,Direct Drop,Air,HIV test,100,150,20850.0,139.0,1.39,Yes,113.0,2486.15,40.87
885,Haiti,Direct Drop,Air,HIV test,100,55,19250.0,350.0,3.5,Yes,132.0,3013.19,37.73
887,Kenya,Direct Drop,Air,HIV test,100,7500,600000.0,80.0,0.8,Yes,2215.0,17974.69,1176.0
888,Kenya,Direct Drop,Air,HIV test,30,5000,120000.0,24.0,0.8,Yes,1558.0,11653.64,235.2
889,Nigeria,Direct Drop,Air,HIV test,100,1500,120000.0,80.0,0.8,Yes,445.0,7120.0,235.2
890,Namibia,Direct Drop,Air,HIV test,20,600,19200.0,32.0,1.6,Yes,205.0,6148.29,37.63
891,Vietnam,Direct Drop,Air,Adult,60,19392,130896.0,6.75,0.11,Yes,1899.0,5209.46,256.56
893,Namibia,Direct Drop,Air,Pediatric,200,800,1072.0,1.34,0.01,Yes,98.0,1770.43,2.1
894,Botswana,Direct Drop,Air,HIV test,20,75,2400.0,32.0,1.6,Yes,25.0,808.0,4.7
899,Nigeria,Direct Drop,Air,Adult,120,5000,205500.0,41.1,0.34,Yes,1246.0,10490.77,402.78
900,Côte d'Ivoire,Direct Drop,Air,HIV test,40,733,55231.55,75.35,1.88,Yes,783.0,7079.25,67.98
901,Zambia,Direct Drop,Air,HIV test,100,1250,100000.0,80.0,0.8,Yes,428.0,2829.61,67.98
902,Haiti,Direct Drop,Air,HIV test,100,500,40000.0,80.0,0.8,Yes,169.0,1215.84,67.98
903,Vietnam,Direct Drop,Air,Adult,60,1000,44500.0,44.5,0.74,Yes,91.0,7878.06,67.98
904,Guyana,Direct Drop,Air,Adult,60,245,2707.25,11.05,0.18,Yes,13.0,1020.6,67.98
907,Nigeria,Direct Drop,Air,HIV test,100,3500,280000.0,80.0,0.8,Yes,1192.0,10879.22,448.0
910,Tanzania,Direct Drop,Air,HIV test,25,10000,200000.0,20.0,0.8,Yes,3345.0,29470.0,320.0
911,Tanzania,Direct Drop,Air,HIV test,25,10000,200000.0,20.0,0.8,Yes,3110.0,22663.18,320.0
912,Botswana,Direct Drop,Air,HIV test,100,10,3500.0,350.0,3.5,Yes,24.0,1091.64,5.6
913,Vietnam,Direct Drop,Air,Pediatric,60,1300,10075.0,7.75,0.13,Yes,270.0,3850.43,16.12
914,Guyana,Direct Drop,Air,HIV test,20,120,3240.0,27.0,1.35,Yes,35.0,379.62,5.18
915,Zimbabwe,Direct Drop,Air,HIV test,100,10,3500.0,350.0,3.5,Yes,24.0,536.08,5.6
